threshold,resolution,iou,identifier,uniprot_id
10,0.6,0.889,3ois,Q9PGZ0
10,0.7,0.889,3ois,Q9PGZ0
10,0.8,0.892,3ois,Q9PGZ0
10,0.9,0.892,3ois,Q9PGZ0
10,1.0,0.509,3ois,Q9PGZ0
10,1.1,0.0,3ois,Q9PGZ0
10,1.2,0.0,3ois,Q9PGZ0
10,1.3,0.0,3ois,Q9PGZ0
10,1.4,0.0,3ois,Q9PGZ0
10,1.5,0.0,3ois,Q9PGZ0
0,0.1,0.619,3dhp,P0DUB6
0,0.2,0.619,3dhp,P0DUB6
0,0.3,0.619,3dhp,P0DUB6
0,0.4,0.616,3dhp,P0DUB6
0,0.5,0.616,3dhp,P0DUB6
0,0.6,0.616,3dhp,P0DUB6
0,0.7,0.709,3dhp,P0DUB6
0,0.8,0.665,3dhp,P0DUB6
0,0.9,0.698,3dhp,P0DUB6
0,1.0,0.44,3dhp,P0DUB6
0,1.1,0.382,3dhp,P0DUB6
0,1.2,0.365,3dhp,P0DUB6
0,1.3,0.316,3dhp,P0DUB6
0,1.4,0.318,3dhp,P0DUB6
0,1.5,0.281,3dhp,P0DUB6
1,0.1,0.619,3dhp,P0DUB6
1,0.2,0.619,3dhp,P0DUB6
1,0.3,0.619,3dhp,P0DUB6
1,0.4,0.618,3dhp,P0DUB6
1,0.5,0.618,3dhp,P0DUB6
1,0.6,0.616,3dhp,P0DUB6
1,0.7,0.616,3dhp,P0DUB6
1,0.8,0.669,3dhp,P0DUB6
1,0.9,0.663,3dhp,P0DUB6
1,1.0,0.48,3dhp,P0DUB6
1,1.1,0.464,3dhp,P0DUB6
1,1.2,0.375,3dhp,P0DUB6
1,1.3,0.305,3dhp,P0DUB6
1,1.4,0.297,3dhp,P0DUB6
1,1.5,0.297,3dhp,P0DUB6
2,0.1,0.619,3dhp,P0DUB6
2,0.2,0.619,3dhp,P0DUB6
2,0.3,0.618,3dhp,P0DUB6
2,0.4,0.618,3dhp,P0DUB6
2,0.5,0.618,3dhp,P0DUB6
2,0.6,0.616,3dhp,P0DUB6
2,0.7,0.616,3dhp,P0DUB6
2,0.8,0.676,3dhp,P0DUB6
2,0.9,0.667,3dhp,P0DUB6
2,1.0,0.517,3dhp,P0DUB6
2,1.1,0.39,3dhp,P0DUB6
2,1.2,0.424,3dhp,P0DUB6
2,1.3,0.326,3dhp,P0DUB6
2,1.4,0.276,3dhp,P0DUB6
2,1.5,0.278,3dhp,P0DUB6
3,0.1,0.619,3dhp,P0DUB6
3,0.2,0.619,3dhp,P0DUB6
3,0.3,0.618,3dhp,P0DUB6
3,0.4,0.618,3dhp,P0DUB6
3,0.5,0.618,3dhp,P0DUB6
3,0.6,0.618,3dhp,P0DUB6
3,0.7,0.616,3dhp,P0DUB6
3,0.8,0.618,3dhp,P0DUB6
3,0.9,0.66,3dhp,P0DUB6
3,1.0,0.616,3dhp,P0DUB6
3,1.1,0.476,3dhp,P0DUB6
3,1.2,0.326,3dhp,P0DUB6
3,1.3,0.273,3dhp,P0DUB6
3,1.4,0.204,3dhp,P0DUB6
3,1.5,0.176,3dhp,P0DUB6
4,0.1,0.619,3dhp,P0DUB6
4,0.2,0.619,3dhp,P0DUB6
4,0.3,0.618,3dhp,P0DUB6
4,0.4,0.618,3dhp,P0DUB6
4,0.5,0.618,3dhp,P0DUB6
4,0.6,0.618,3dhp,P0DUB6
4,0.7,0.618,3dhp,P0DUB6
4,0.8,0.616,3dhp,P0DUB6
4,0.9,0.618,3dhp,P0DUB6
4,1.0,0.61,3dhp,P0DUB6
4,1.1,0.403,3dhp,P0DUB6
4,1.2,0.269,3dhp,P0DUB6
4,1.3,0.202,3dhp,P0DUB6
4,1.4,0.123,3dhp,P0DUB6
4,1.5,0.038,3dhp,P0DUB6
5,0.1,0.619,3dhp,P0DUB6
5,0.2,0.619,3dhp,P0DUB6
5,0.3,0.618,3dhp,P0DUB6
5,0.4,0.618,3dhp,P0DUB6
5,0.5,0.618,3dhp,P0DUB6
5,0.6,0.618,3dhp,P0DUB6
5,0.7,0.618,3dhp,P0DUB6
5,0.8,0.616,3dhp,P0DUB6
5,0.9,0.616,3dhp,P0DUB6
5,1.0,0.595,3dhp,P0DUB6
5,1.1,0.29,3dhp,P0DUB6
5,1.2,0.127,3dhp,P0DUB6
5,1.3,0.036,3dhp,P0DUB6
5,1.4,0.036,3dhp,P0DUB6
5,1.5,0.034,3dhp,P0DUB6
6,0.1,0.619,3dhp,P0DUB6
6,0.2,0.619,3dhp,P0DUB6
6,0.3,0.619,3dhp,P0DUB6
6,0.4,0.618,3dhp,P0DUB6
6,0.5,0.618,3dhp,P0DUB6
6,0.6,0.618,3dhp,P0DUB6
6,0.7,0.618,3dhp,P0DUB6
6,0.8,0.618,3dhp,P0DUB6
6,0.9,0.616,3dhp,P0DUB6
6,1.0,0.555,3dhp,P0DUB6
6,1.1,0.127,3dhp,P0DUB6
6,1.2,0.038,3dhp,P0DUB6
6,1.3,0.034,3dhp,P0DUB6
6,1.4,0.034,3dhp,P0DUB6
6,1.5,0.034,3dhp,P0DUB6
7,0.1,0.619,3dhp,P0DUB6
7,0.2,0.619,3dhp,P0DUB6
7,0.3,0.619,3dhp,P0DUB6
7,0.4,0.619,3dhp,P0DUB6
7,0.5,0.618,3dhp,P0DUB6
7,0.6,0.618,3dhp,P0DUB6
7,0.7,0.618,3dhp,P0DUB6
7,0.8,0.618,3dhp,P0DUB6
7,0.9,0.616,3dhp,P0DUB6
7,1.0,0.577,3dhp,P0DUB6
7,1.1,0.038,3dhp,P0DUB6
7,1.2,0.036,3dhp,P0DUB6
7,1.3,0.034,3dhp,P0DUB6
7,1.4,0.034,3dhp,P0DUB6
7,1.5,0.034,3dhp,P0DUB6
8,0.1,0.619,3dhp,P0DUB6
8,0.2,0.619,3dhp,P0DUB6
8,0.3,0.619,3dhp,P0DUB6
8,0.4,0.619,3dhp,P0DUB6
8,0.5,0.618,3dhp,P0DUB6
8,0.6,0.618,3dhp,P0DUB6
8,0.7,0.618,3dhp,P0DUB6
8,0.8,0.618,3dhp,P0DUB6
8,0.9,0.616,3dhp,P0DUB6
8,1.0,0.603,3dhp,P0DUB6
8,1.1,0.036,3dhp,P0DUB6
8,1.2,0.036,3dhp,P0DUB6
8,1.3,0.034,3dhp,P0DUB6
8,1.4,0.034,3dhp,P0DUB6
8,1.5,0.034,3dhp,P0DUB6
9,0.1,0.619,3dhp,P0DUB6
9,0.2,0.619,3dhp,P0DUB6
9,0.3,0.619,3dhp,P0DUB6
9,0.4,0.619,3dhp,P0DUB6
9,0.5,0.619,3dhp,P0DUB6
9,0.6,0.618,3dhp,P0DUB6
9,0.7,0.618,3dhp,P0DUB6
9,0.8,0.618,3dhp,P0DUB6
9,0.9,0.618,3dhp,P0DUB6
9,1.0,0.611,3dhp,P0DUB6
9,1.1,0.038,3dhp,P0DUB6
9,1.2,0.036,3dhp,P0DUB6
9,1.3,0.034,3dhp,P0DUB6
9,1.4,0.034,3dhp,P0DUB6
9,1.5,0.034,3dhp,P0DUB6
10,0.1,0.619,3dhp,P0DUB6
10,0.2,0.619,3dhp,P0DUB6
10,0.3,0.619,3dhp,P0DUB6
10,0.4,0.619,3dhp,P0DUB6
10,0.5,0.619,3dhp,P0DUB6
10,0.6,0.619,3dhp,P0DUB6
10,0.7,0.618,3dhp,P0DUB6
10,0.8,0.618,3dhp,P0DUB6
10,0.9,0.618,3dhp,P0DUB6
10,1.0,0.612,3dhp,P0DUB6
10,1.1,0.036,3dhp,P0DUB6
10,1.2,0.034,3dhp,P0DUB6
10,1.3,0.034,3dhp,P0DUB6
10,1.4,0.034,3dhp,P0DUB6
10,1.5,0.034,3dhp,P0DUB6
0,0.1,0.13,3umv,Q6F6A2
0,0.2,0.13,3umv,Q6F6A2
0,0.3,0.13,3umv,Q6F6A2
0,0.4,0.132,3umv,Q6F6A2
0,0.5,0.132,3umv,Q6F6A2
0,0.6,0.132,3umv,Q6F6A2
0,0.7,0.13,3umv,Q6F6A2
0,0.8,0.439,3umv,Q6F6A2
0,0.9,0.658,3umv,Q6F6A2
0,1.0,0.726,3umv,Q6F6A2
0,1.1,0.684,3umv,Q6F6A2
0,1.2,0.688,3umv,Q6F6A2
0,1.3,0.561,3umv,Q6F6A2
0,1.4,0.541,3umv,Q6F6A2
0,1.5,0.538,3umv,Q6F6A2
1,0.1,0.13,3umv,Q6F6A2
1,0.2,0.13,3umv,Q6F6A2
1,0.3,0.13,3umv,Q6F6A2
1,0.4,0.13,3umv,Q6F6A2
1,0.5,0.132,3umv,Q6F6A2
1,0.6,0.132,3umv,Q6F6A2
1,0.7,0.132,3umv,Q6F6A2
1,0.8,0.424,3umv,Q6F6A2
1,0.9,0.424,3umv,Q6F6A2
1,1.0,0.662,3umv,Q6F6A2
1,1.1,0.688,3umv,Q6F6A2
1,1.2,0.697,3umv,Q6F6A2
1,1.3,0.657,3umv,Q6F6A2
1,1.4,0.602,3umv,Q6F6A2
1,1.5,0.538,3umv,Q6F6A2
2,0.1,0.13,3umv,Q6F6A2
2,0.2,0.13,3umv,Q6F6A2
2,0.3,0.13,3umv,Q6F6A2
2,0.4,0.13,3umv,Q6F6A2
2,0.5,0.13,3umv,Q6F6A2
2,0.6,0.132,3umv,Q6F6A2
2,0.7,0.132,3umv,Q6F6A2
2,0.8,0.13,3umv,Q6F6A2
2,0.9,0.424,3umv,Q6F6A2
2,1.0,0.671,3umv,Q6F6A2
2,1.1,0.705,3umv,Q6F6A2
2,1.2,0.638,3umv,Q6F6A2
2,1.3,0.595,3umv,Q6F6A2
2,1.4,0.597,3umv,Q6F6A2
2,1.5,0.57,3umv,Q6F6A2
3,0.1,0.129,3umv,Q6F6A2
3,0.2,0.13,3umv,Q6F6A2
3,0.3,0.13,3umv,Q6F6A2
3,0.4,0.13,3umv,Q6F6A2
3,0.5,0.13,3umv,Q6F6A2
3,0.6,0.13,3umv,Q6F6A2
3,0.7,0.132,3umv,Q6F6A2
3,0.8,0.13,3umv,Q6F6A2
3,0.9,0.433,3umv,Q6F6A2
3,1.0,0.424,3umv,Q6F6A2
3,1.1,0.704,3umv,Q6F6A2
3,1.2,0.603,3umv,Q6F6A2
3,1.3,0.592,3umv,Q6F6A2
3,1.4,0.556,3umv,Q6F6A2
3,1.5,0.465,3umv,Q6F6A2
4,0.1,0.129,3umv,Q6F6A2
4,0.2,0.13,3umv,Q6F6A2
4,0.3,0.13,3umv,Q6F6A2
4,0.4,0.13,3umv,Q6F6A2
4,0.5,0.13,3umv,Q6F6A2
4,0.6,0.13,3umv,Q6F6A2
4,0.7,0.13,3umv,Q6F6A2
4,0.8,0.132,3umv,Q6F6A2
4,0.9,0.132,3umv,Q6F6A2
4,1.0,0.433,3umv,Q6F6A2
4,1.1,0.711,3umv,Q6F6A2
4,1.2,0.465,3umv,Q6F6A2
4,1.3,0.473,3umv,Q6F6A2
4,1.4,0.257,3umv,Q6F6A2
4,1.5,0.249,3umv,Q6F6A2
5,0.1,0.129,3umv,Q6F6A2
5,0.2,0.129,3umv,Q6F6A2
5,0.3,0.129,3umv,Q6F6A2
5,0.4,0.13,3umv,Q6F6A2
5,0.5,0.13,3umv,Q6F6A2
5,0.6,0.13,3umv,Q6F6A2
5,0.7,0.13,3umv,Q6F6A2
5,0.8,0.132,3umv,Q6F6A2
5,0.9,0.132,3umv,Q6F6A2
5,1.0,0.434,3umv,Q6F6A2
5,1.1,0.612,3umv,Q6F6A2
5,1.2,0.256,3umv,Q6F6A2
5,1.3,0.247,3umv,Q6F6A2
5,1.4,0.05,3umv,Q6F6A2
5,1.5,0.031,3umv,Q6F6A2
6,0.1,0.129,3umv,Q6F6A2
6,0.2,0.129,3umv,Q6F6A2
6,0.3,0.129,3umv,Q6F6A2
6,0.4,0.129,3umv,Q6F6A2
6,0.5,0.13,3umv,Q6F6A2
6,0.6,0.13,3umv,Q6F6A2
6,0.7,0.13,3umv,Q6F6A2
6,0.8,0.13,3umv,Q6F6A2
6,0.9,0.132,3umv,Q6F6A2
6,1.0,0.417,3umv,Q6F6A2
6,1.1,0.256,3umv,Q6F6A2
6,1.2,0.05,3umv,Q6F6A2
6,1.3,0.042,3umv,Q6F6A2
6,1.4,0.044,3umv,Q6F6A2
6,1.5,0.023,3umv,Q6F6A2
7,0.1,0.126,3umv,Q6F6A2
7,0.2,0.129,3umv,Q6F6A2
7,0.3,0.129,3umv,Q6F6A2
7,0.4,0.129,3umv,Q6F6A2
7,0.5,0.129,3umv,Q6F6A2
7,0.6,0.13,3umv,Q6F6A2
7,0.7,0.13,3umv,Q6F6A2
7,0.8,0.13,3umv,Q6F6A2
7,0.9,0.132,3umv,Q6F6A2
7,1.0,0.367,3umv,Q6F6A2
7,1.1,0.054,3umv,Q6F6A2
7,1.2,0.042,3umv,Q6F6A2
7,1.3,0.042,3umv,Q6F6A2
7,1.4,0.021,3umv,Q6F6A2
7,1.5,0.021,3umv,Q6F6A2
8,0.1,0.126,3umv,Q6F6A2
8,0.2,0.129,3umv,Q6F6A2
8,0.3,0.129,3umv,Q6F6A2
8,0.4,0.129,3umv,Q6F6A2
