threshold,resolution,iou,identifier,uniprot_id
3,1.1,0.941,Q86IJ1,Q86IJ1
3,1.2,0.941,Q86IJ1,Q86IJ1
3,1.3,0.941,Q86IJ1,Q86IJ1
3,1.4,0.988,Q86IJ1,Q86IJ1
3,1.5,0.988,Q86IJ1,Q86IJ1
4,0.1,0.988,Q86IJ1,Q86IJ1
4,0.2,0.988,Q86IJ1,Q86IJ1
4,0.3,0.941,Q86IJ1,Q86IJ1
4,0.4,0.941,Q86IJ1,Q86IJ1
4,0.5,0.941,Q86IJ1,Q86IJ1
4,0.6,0.941,Q86IJ1,Q86IJ1
4,0.7,0.941,Q86IJ1,Q86IJ1
4,0.8,0.941,Q86IJ1,Q86IJ1
4,0.9,0.93,Q86IJ1,Q86IJ1
4,1.0,0.941,Q86IJ1,Q86IJ1
4,1.1,0.941,Q86IJ1,Q86IJ1
4,1.2,0.941,Q86IJ1,Q86IJ1
4,1.3,0.941,Q86IJ1,Q86IJ1
4,1.4,0.941,Q86IJ1,Q86IJ1
4,1.5,0.988,Q86IJ1,Q86IJ1
5,0.1,0.988,Q86IJ1,Q86IJ1
5,0.2,0.988,Q86IJ1,Q86IJ1
5,0.3,0.988,Q86IJ1,Q86IJ1
5,0.4,0.976,Q86IJ1,Q86IJ1
5,0.5,0.941,Q86IJ1,Q86IJ1
5,0.6,0.941,Q86IJ1,Q86IJ1
5,0.7,0.941,Q86IJ1,Q86IJ1
5,0.8,0.941,Q86IJ1,Q86IJ1
5,0.9,0.93,Q86IJ1,Q86IJ1
5,1.0,0.941,Q86IJ1,Q86IJ1
5,1.1,0.941,Q86IJ1,Q86IJ1
5,1.2,0.941,Q86IJ1,Q86IJ1
5,1.3,0.941,Q86IJ1,Q86IJ1
5,1.4,0.988,Q86IJ1,Q86IJ1
5,1.5,0.988,Q86IJ1,Q86IJ1
6,0.1,0.281,Q86IJ1,Q86IJ1
6,0.2,0.975,Q86IJ1,Q86IJ1
6,0.3,0.988,Q86IJ1,Q86IJ1
6,0.4,0.988,Q86IJ1,Q86IJ1
6,0.5,0.976,Q86IJ1,Q86IJ1
6,0.6,0.941,Q86IJ1,Q86IJ1
6,0.7,0.941,Q86IJ1,Q86IJ1
6,0.8,0.941,Q86IJ1,Q86IJ1
6,0.9,0.941,Q86IJ1,Q86IJ1
6,1.0,0.93,Q86IJ1,Q86IJ1
6,1.1,0.941,Q86IJ1,Q86IJ1
6,1.2,0.941,Q86IJ1,Q86IJ1
6,1.3,0.941,Q86IJ1,Q86IJ1
6,1.4,0.941,Q86IJ1,Q86IJ1
6,1.5,0.941,Q86IJ1,Q86IJ1
7,0.1,0.281,Q86IJ1,Q86IJ1
7,0.2,0.282,Q86IJ1,Q86IJ1
7,0.3,0.963,Q86IJ1,Q86IJ1
7,0.4,0.975,Q86IJ1,Q86IJ1
7,0.5,0.988,Q86IJ1,Q86IJ1
7,0.6,0.976,Q86IJ1,Q86IJ1
7,0.7,0.941,Q86IJ1,Q86IJ1
7,0.8,0.941,Q86IJ1,Q86IJ1
7,0.9,0.941,Q86IJ1,Q86IJ1
7,1.0,0.93,Q86IJ1,Q86IJ1
7,1.1,0.941,Q86IJ1,Q86IJ1
7,1.2,0.941,Q86IJ1,Q86IJ1
7,1.3,0.941,Q86IJ1,Q86IJ1
7,1.4,0.941,Q86IJ1,Q86IJ1
7,1.5,0.952,Q86IJ1,Q86IJ1
8,0.1,0.281,Q86IJ1,Q86IJ1
8,0.2,0.281,Q86IJ1,Q86IJ1
8,0.3,0.282,Q86IJ1,Q86IJ1
8,0.4,0.889,Q86IJ1,Q86IJ1
8,0.5,0.975,Q86IJ1,Q86IJ1
8,0.6,0.988,Q86IJ1,Q86IJ1
8,0.7,0.941,Q86IJ1,Q86IJ1
8,0.8,0.941,Q86IJ1,Q86IJ1
8,0.9,0.941,Q86IJ1,Q86IJ1
8,1.0,0.93,Q86IJ1,Q86IJ1
8,1.1,0.941,Q86IJ1,Q86IJ1
8,1.2,0.941,Q86IJ1,Q86IJ1
8,1.3,0.941,Q86IJ1,Q86IJ1
8,1.4,0.941,Q86IJ1,Q86IJ1
8,1.5,0.988,Q86IJ1,Q86IJ1
9,0.1,0.281,Q86IJ1,Q86IJ1
9,0.2,0.281,Q86IJ1,Q86IJ1
9,0.3,0.281,Q86IJ1,Q86IJ1
9,0.4,0.282,Q86IJ1,Q86IJ1
9,0.5,0.963,Q86IJ1,Q86IJ1
9,0.6,0.975,Q86IJ1,Q86IJ1
9,0.7,0.988,Q86IJ1,Q86IJ1
9,0.8,0.941,Q86IJ1,Q86IJ1
9,0.9,0.941,Q86IJ1,Q86IJ1
9,1.0,0.93,Q86IJ1,Q86IJ1
9,1.1,0.941,Q86IJ1,Q86IJ1
9,1.2,0.941,Q86IJ1,Q86IJ1
9,1.3,0.941,Q86IJ1,Q86IJ1
9,1.4,0.988,Q86IJ1,Q86IJ1
9,1.5,0.975,Q86IJ1,Q86IJ1
10,0.1,0.281,Q86IJ1,Q86IJ1
10,0.2,0.281,Q86IJ1,Q86IJ1
10,0.3,0.281,Q86IJ1,Q86IJ1
10,0.4,0.282,Q86IJ1,Q86IJ1
10,0.5,0.282,Q86IJ1,Q86IJ1
10,0.6,0.963,Q86IJ1,Q86IJ1
10,0.7,0.975,Q86IJ1,Q86IJ1
10,0.8,0.988,Q86IJ1,Q86IJ1
10,0.9,0.93,Q86IJ1,Q86IJ1
10,1.0,0.93,Q86IJ1,Q86IJ1
10,1.1,0.941,Q86IJ1,Q86IJ1
10,1.2,0.941,Q86IJ1,Q86IJ1
10,1.3,0.988,Q86IJ1,Q86IJ1
10,1.4,0.975,Q86IJ1,Q86IJ1
10,1.5,0.975,Q86IJ1,Q86IJ1
0,0.1,0.529,A0A2R8RVV2,A0A2R8RVV2
0,0.2,0.616,A0A2R8RVV2,A0A2R8RVV2
0,0.3,0.604,A0A2R8RVV2,A0A2R8RVV2
0,0.4,0.649,A0A2R8RVV2,A0A2R8RVV2
0,0.5,0.888,A0A2R8RVV2,A0A2R8RVV2
0,0.6,0.89,A0A2R8RVV2,A0A2R8RVV2
0,0.7,0.894,A0A2R8RVV2,A0A2R8RVV2
0,0.8,0.869,A0A2R8RVV2,A0A2R8RVV2
0,0.9,0.872,A0A2R8RVV2,A0A2R8RVV2
0,1.0,0.853,A0A2R8RVV2,A0A2R8RVV2
0,1.1,0.661,A0A2R8RVV2,A0A2R8RVV2
0,1.2,0.661,A0A2R8RVV2,A0A2R8RVV2
0,1.3,0.659,A0A2R8RVV2,A0A2R8RVV2
0,1.4,0.661,A0A2R8RVV2,A0A2R8RVV2
0,1.5,0.624,A0A2R8RVV2,A0A2R8RVV2
1,0.1,0.616,A0A2R8RVV2,A0A2R8RVV2
1,0.2,0.615,A0A2R8RVV2,A0A2R8RVV2
1,0.3,0.598,A0A2R8RVV2,A0A2R8RVV2
1,0.4,0.577,A0A2R8RVV2,A0A2R8RVV2
1,0.5,0.897,A0A2R8RVV2,A0A2R8RVV2
1,0.6,0.891,A0A2R8RVV2,A0A2R8RVV2
1,0.7,0.894,A0A2R8RVV2,A0A2R8RVV2
1,0.8,0.875,A0A2R8RVV2,A0A2R8RVV2
1,0.9,0.875,A0A2R8RVV2,A0A2R8RVV2
1,1.0,0.864,A0A2R8RVV2,A0A2R8RVV2
1,1.1,0.868,A0A2R8RVV2,A0A2R8RVV2
1,1.2,0.66,A0A2R8RVV2,A0A2R8RVV2
1,1.3,0.661,A0A2R8RVV2,A0A2R8RVV2
1,1.4,0.659,A0A2R8RVV2,A0A2R8RVV2
1,1.5,0.625,A0A2R8RVV2,A0A2R8RVV2
2,0.1,0.616,A0A2R8RVV2,A0A2R8RVV2
2,0.2,0.616,A0A2R8RVV2,A0A2R8RVV2
2,0.3,0.604,A0A2R8RVV2,A0A2R8RVV2
2,0.4,0.598,A0A2R8RVV2,A0A2R8RVV2
2,0.5,0.891,A0A2R8RVV2,A0A2R8RVV2
2,0.6,0.83,A0A2R8RVV2,A0A2R8RVV2
2,0.7,0.893,A0A2R8RVV2,A0A2R8RVV2
2,0.8,0.901,A0A2R8RVV2,A0A2R8RVV2
2,0.9,0.894,A0A2R8RVV2,A0A2R8RVV2
2,1.0,0.895,A0A2R8RVV2,A0A2R8RVV2
2,1.1,0.857,A0A2R8RVV2,A0A2R8RVV2
2,1.2,0.669,A0A2R8RVV2,A0A2R8RVV2
2,1.3,0.664,A0A2R8RVV2,A0A2R8RVV2
2,1.4,0.662,A0A2R8RVV2,A0A2R8RVV2
2,1.5,0.662,A0A2R8RVV2,A0A2R8RVV2
3,0.1,0.232,A0A2R8RVV2,A0A2R8RVV2
3,0.2,0.616,A0A2R8RVV2,A0A2R8RVV2
3,0.3,0.616,A0A2R8RVV2,A0A2R8RVV2
3,0.4,0.598,A0A2R8RVV2,A0A2R8RVV2
3,0.5,0.578,A0A2R8RVV2,A0A2R8RVV2
3,0.6,0.575,A0A2R8RVV2,A0A2R8RVV2
3,0.7,0.897,A0A2R8RVV2,A0A2R8RVV2
3,0.8,0.897,A0A2R8RVV2,A0A2R8RVV2
3,0.9,0.901,A0A2R8RVV2,A0A2R8RVV2
3,1.0,0.901,A0A2R8RVV2,A0A2R8RVV2
3,1.1,0.859,A0A2R8RVV2,A0A2R8RVV2
3,1.2,0.869,A0A2R8RVV2,A0A2R8RVV2
3,1.3,0.733,A0A2R8RVV2,A0A2R8RVV2
3,1.4,0.666,A0A2R8RVV2,A0A2R8RVV2
3,1.5,0.666,A0A2R8RVV2,A0A2R8RVV2
4,0.1,0.231,A0A2R8RVV2,A0A2R8RVV2
4,0.2,0.616,A0A2R8RVV2,A0A2R8RVV2
4,0.3,0.616,A0A2R8RVV2,A0A2R8RVV2
4,0.4,0.616,A0A2R8RVV2,A0A2R8RVV2
4,0.5,0.605,A0A2R8RVV2,A0A2R8RVV2
4,0.6,0.577,A0A2R8RVV2,A0A2R8RVV2
4,0.7,0.902,A0A2R8RVV2,A0A2R8RVV2
4,0.8,0.899,A0A2R8RVV2,A0A2R8RVV2
4,0.9,0.891,A0A2R8RVV2,A0A2R8RVV2
4,1.0,0.899,A0A2R8RVV2,A0A2R8RVV2
4,1.1,0.901,A0A2R8RVV2,A0A2R8RVV2
4,1.2,0.743,A0A2R8RVV2,A0A2R8RVV2
4,1.3,0.745,A0A2R8RVV2,A0A2R8RVV2
4,1.4,0.722,A0A2R8RVV2,A0A2R8RVV2
4,1.5,0.666,A0A2R8RVV2,A0A2R8RVV2
5,0.1,0.227,A0A2R8RVV2,A0A2R8RVV2
5,0.2,0.232,A0A2R8RVV2,A0A2R8RVV2
5,0.3,0.581,A0A2R8RVV2,A0A2R8RVV2
5,0.4,0.622,A0A2R8RVV2,A0A2R8RVV2
5,0.5,0.62,A0A2R8RVV2,A0A2R8RVV2
5,0.6,0.575,A0A2R8RVV2,A0A2R8RVV2
5,0.7,0.642,A0A2R8RVV2,A0A2R8RVV2
5,0.8,0.863,A0A2R8RVV2,A0A2R8RVV2
5,0.9,0.904,A0A2R8RVV2,A0A2R8RVV2
5,1.0,0.906,A0A2R8RVV2,A0A2R8RVV2
5,1.1,0.906,A0A2R8RVV2,A0A2R8RVV2
5,1.2,0.916,A0A2R8RVV2,A0A2R8RVV2
5,1.3,0.752,A0A2R8RVV2,A0A2R8RVV2
5,1.4,0.745,A0A2R8RVV2,A0A2R8RVV2
5,1.5,0.703,A0A2R8RVV2,A0A2R8RVV2
6,0.1,0.223,A0A2R8RVV2,A0A2R8RVV2
6,0.2,0.231,A0A2R8RVV2,A0A2R8RVV2
6,0.3,0.262,A0A2R8RVV2,A0A2R8RVV2
6,0.4,0.578,A0A2R8RVV2,A0A2R8RVV2
6,0.5,0.618,A0A2R8RVV2,A0A2R8RVV2
6,0.6,0.618,A0A2R8RVV2,A0A2R8RVV2
6,0.7,0.589,A0A2R8RVV2,A0A2R8RVV2
6,0.8,0.671,A0A2R8RVV2,A0A2R8RVV2
6,0.9,0.928,A0A2R8RVV2,A0A2R8RVV2
6,1.0,0.928,A0A2R8RVV2,A0A2R8RVV2
6,1.1,0.928,A0A2R8RVV2,A0A2R8RVV2
6,1.2,0.954,A0A2R8RVV2,A0A2R8RVV2
6,1.3,0.944,A0A2R8RVV2,A0A2R8RVV2
6,1.4,0.932,A0A2R8RVV2,A0A2R8RVV2
6,1.5,0.701,A0A2R8RVV2,A0A2R8RVV2
7,0.1,0.223,A0A2R8RVV2,A0A2R8RVV2
7,0.2,0.231,A0A2R8RVV2,A0A2R8RVV2
7,0.3,0.231,A0A2R8RVV2,A0A2R8RVV2
7,0.4,0.259,A0A2R8RVV2,A0A2R8RVV2
7,0.5,0.575,A0A2R8RVV2,A0A2R8RVV2
7,0.6,0.578,A0A2R8RVV2,A0A2R8RVV2
7,0.7,0.597,A0A2R8RVV2,A0A2R8RVV2
7,0.8,0.673,A0A2R8RVV2,A0A2R8RVV2
7,0.9,0.74,A0A2R8RVV2,A0A2R8RVV2
7,1.0,0.725,A0A2R8RVV2,A0A2R8RVV2
7,1.1,0.928,A0A2R8RVV2,A0A2R8RVV2
7,1.2,0.834,A0A2R8RVV2,A0A2R8RVV2
7,1.3,0.766,A0A2R8RVV2,A0A2R8RVV2
7,1.4,0.715,A0A2R8RVV2,A0A2R8RVV2
7,1.5,0.684,A0A2R8RVV2,A0A2R8RVV2
8,0.1,0.223,A0A2R8RVV2,A0A2R8RVV2
8,0.2,0.226,A0A2R8RVV2,A0A2R8RVV2
8,0.3,0.231,A0A2R8RVV2,A0A2R8RVV2
8,0.4,0.231,A0A2R8RVV2,A0A2R8RVV2
8,0.5,0.441,A0A2R8RVV2,A0A2R8RVV2
8,0.6,0.573,A0A2R8RVV2,A0A2R8RVV2
8,0.7,0.527,A0A2R8RVV2,A0A2R8RVV2
8,0.8,0.58,A0A2R8RVV2,A0A2R8RVV2
8,0.9,0.613,A0A2R8RVV2,A0A2R8RVV2
8,1.0,0.74,A0A2R8RVV2,A0A2R8RVV2
8,1.1,0.746,A0A2R8RVV2,A0A2R8RVV2
8,1.2,0.611,A0A2R8RVV2,A0A2R8RVV2
8,1.3,0.598,A0A2R8RVV2,A0A2R8RVV2
8,1.4,0.709,A0A2R8RVV2,A0A2R8RVV2
8,1.5,0.672,A0A2R8RVV2,A0A2R8RVV2
9,0.1,0.22,A0A2R8RVV2,A0A2R8RVV2
9,0.2,0.223,A0A2R8RVV2,A0A2R8RVV2
9,0.3,0.231,A0A2R8RVV2,A0A2R8RVV2
9,0.4,0.231,A0A2R8RVV2,A0A2R8RVV2
9,0.5,0.231,A0A2R8RVV2,A0A2R8RVV2
9,0.6,0.442,A0A2R8RVV2,A0A2R8RVV2
9,0.7,0.576,A0A2R8RVV2,A0A2R8RVV2
9,0.8,0.572,A0A2R8RVV2,A0A2R8RVV2
9,0.9,0.588,A0A2R8RVV2,A0A2R8RVV2
9,1.0,0.747,A0A2R8RVV2,A0A2R8RVV2
9,1.1,0.65,A0A2R8RVV2,A0A2R8RVV2
9,1.2,0.582,A0A2R8RVV2,A0A2R8RVV2
9,1.3,0.608,A0A2R8RVV2,A0A2R8RVV2
9,1.4,0.63,A0A2R8RVV2,A0A2R8RVV2
9,1.5,0.65,A0A2R8RVV2,A0A2R8RVV2
10,0.1,0.22,A0A2R8RVV2,A0A2R8RVV2
10,0.2,0.223,A0A2R8RVV2,A0A2R8RVV2
10,0.3,0.225,A0A2R8RVV2,A0A2R8RVV2
10,0.4,0.228,A0A2R8RVV2,A0A2R8RVV2
10,0.5,0.231,A0A2R8RVV2,A0A2R8RVV2
10,0.6,0.451,A0A2R8RVV2,A0A2R8RVV2
10,0.7,0.448,A0A2R8RVV2,A0A2R8RVV2
10,0.8,0.525,A0A2R8RVV2,A0A2R8RVV2
10,0.9,0.579,A0A2R8RVV2,A0A2R8RVV2
10,1.0,0.63,A0A2R8RVV2,A0A2R8RVV2
10,1.1,0.661,A0A2R8RVV2,A0A2R8RVV2
10,1.2,0.631,A0A2R8RVV2,A0A2R8RVV2
10,1.3,0.566,A0A2R8RVV2,A0A2R8RVV2
10,1.4,0.579,A0A2R8RVV2,A0A2R8RVV2
10,1.5,0.563,A0A2R8RVV2,A0A2R8RVV2
0,0.1,0.51,F1Q597,F1Q597
0,0.2,0.51,F1Q597,F1Q597
0,0.3,0.51,F1Q597,F1Q597
0,0.4,0.51,F1Q597,F1Q597
0,0.5,0.51,F1Q597,F1Q597
0,0.6,0.51,F1Q597,F1Q597
0,0.7,0.849,F1Q597,F1Q597
0,0.8,0.852,F1Q597,F1Q597
0,0.9,0.852,F1Q597,F1Q597
0,1.0,0.852,F1Q597,F1Q597
0,1.1,0.852,F1Q597,F1Q597
0,1.2,0.852,F1Q597,F1Q597
0,1.3,0.852,F1Q597,F1Q597
0,1.4,0.852,F1Q597,F1Q597
0,1.5,0.848,F1Q597,F1Q597
1,0.1,0.508,F1Q597,F1Q597
1,0.2,0.51,F1Q597,F1Q597
1,0.3,0.51,F1Q597,F1Q597
1,0.4,0.51,F1Q597,F1Q597
1,0.5,0.51,F1Q597,F1Q597
1,0.6,0.51,F1Q597,F1Q597
1,0.7,0.525,F1Q597,F1Q597
1,0.8,0.852,F1Q597,F1Q597
1,0.9,0.757,F1Q597,F1Q597
1,1.0,0.852,F1Q597,F1Q597
1,1.1,0.722,F1Q597,F1Q597
1,1.2,0.757,F1Q597,F1Q597
1,1.3,0.852,F1Q597,F1Q597
1,1.4,0.852,F1Q597,F1Q597
1,1.5,0.852,F1Q597,F1Q597
2,0.1,0.51,F1Q597,F1Q597
2,0.2,0.51,F1Q597,F1Q597
2,0.3,0.51,F1Q597,F1Q597
2,0.4,0.51,F1Q597,F1Q597
2,0.5,0.51,F1Q597,F1Q597
2,0.6,0.51,F1Q597,F1Q597
2,0.7,0.512,F1Q597,F1Q597
2,0.8,0.51,F1Q597,F1Q597
2,0.9,0.525,F1Q597,F1Q597
2,1.0,0.852,F1Q597,F1Q597
2,1.1,0.852,F1Q597,F1Q597
2,1.2,0.757,F1Q597,F1Q597
2,1.3,0.852,F1Q597,F1Q597
2,1.4,0.757,F1Q597,F1Q597
2,1.5,0.852,F1Q597,F1Q597
3,0.1,0.512,F1Q597,F1Q597
3,0.2,0.512,F1Q597,F1Q597
3,0.3,0.512,F1Q597,F1Q597
3,0.4,0.512,F1Q597,F1Q597
3,0.5,0.512,F1Q597,F1Q597
3,0.6,0.512,F1Q597,F1Q597
3,0.7,0.512,F1Q597,F1Q597
3,0.8,0.51,F1Q597,F1Q597
3,0.9,0.51,F1Q597,F1Q597
3,1.0,0.848,F1Q597,F1Q597
3,1.1,0.848,F1Q597,F1Q597
3,1.2,0.848,F1Q597,F1Q597
3,1.3,0.659,F1Q597,F1Q597
3,1.4,0.757,F1Q597,F1Q597
3,1.5,0.848,F1Q597,F1Q597
4,0.1,0.512,F1Q597,F1Q597
4,0.2,0.512,F1Q597,F1Q597
4,0.3,0.512,F1Q597,F1Q597
4,0.4,0.512,F1Q597,F1Q597
4,0.5,0.512,F1Q597,F1Q597
4,0.6,0.512,F1Q597,F1Q597
4,0.7,0.512,F1Q597,F1Q597
4,0.8,0.512,F1Q597,F1Q597
4,0.9,0.512,F1Q597,F1Q597
4,1.0,0.512,F1Q597,F1Q597
4,1.1,0.852,F1Q597,F1Q597
4,1.2,0.852,F1Q597,F1Q597
4,1.3,0.767,F1Q597,F1Q597
4,1.4,0.5,F1Q597,F1Q597
4,1.5,0.788,F1Q597,F1Q597
5,0.1,0.512,F1Q597,F1Q597
5,0.2,0.512,F1Q597,F1Q597
5,0.3,0.512,F1Q597,F1Q597
5,0.4,0.512,F1Q597,F1Q597
5,0.5,0.512,F1Q597,F1Q597
5,0.6,0.512,F1Q597,F1Q597
5,0.7,0.512,F1Q597,F1Q597
5,0.8,0.512,F1Q597,F1Q597
5,0.9,0.512,F1Q597,F1Q597
5,1.0,0.512,F1Q597,F1Q597
5,1.1,0.512,F1Q597,F1Q597
5,1.2,0.512,F1Q597,F1Q597
5,1.3,0.848,F1Q597,F1Q597
5,1.4,0.852,F1Q597,F1Q597
5,1.5,0.848,F1Q597,F1Q597
6,0.1,0.514,F1Q597,F1Q597
6,0.2,0.514,F1Q597,F1Q597
6,0.3,0.514,F1Q597,F1Q597
6,0.4,0.514,F1Q597,F1Q597
6,0.5,0.514,F1Q597,F1Q597
6,0.6,0.514,F1Q597,F1Q597
6,0.7,0.512,F1Q597,F1Q597
6,0.8,0.51,F1Q597,F1Q597
6,0.9,0.512,F1Q597,F1Q597
6,1.0,0.512,F1Q597,F1Q597
6,1.1,0.512,F1Q597,F1Q597
6,1.2,0.512,F1Q597,F1Q597
6,1.3,0.512,F1Q597,F1Q597
6,1.4,0.512,F1Q597,F1Q597
6,1.5,0.83,F1Q597,F1Q597
7,0.1,0.517,F1Q597,F1Q597
7,0.2,0.517,F1Q597,F1Q597
7,0.3,0.517,F1Q597,F1Q597
7,0.4,0.517,F1Q597,F1Q597
7,0.5,0.512,F1Q597,F1Q597
7,0.6,0.517,F1Q597,F1Q597
7,0.7,0.514,F1Q597,F1Q597
7,0.8,0.514,F1Q597,F1Q597
7,0.9,0.512,F1Q597,F1Q597
7,1.0,0.514,F1Q597,F1Q597
7,1.1,0.514,F1Q597,F1Q597
7,1.2,0.51,F1Q597,F1Q597
7,1.3,0.514,F1Q597,F1Q597
7,1.4,0.514,F1Q597,F1Q597
7,1.5,0.841,F1Q597,F1Q597
8,0.1,0.476,F1Q597,F1Q597
8,0.2,0.541,F1Q597,F1Q597
8,0.3,0.515,F1Q597,F1Q597
8,0.4,0.515,F1Q597,F1Q597
8,0.5,0.517,F1Q597,F1Q597
8,0.6,0.517,F1Q597,F1Q597
8,0.7,0.517,F1Q597,F1Q597
8,0.8,0.515,F1Q597,F1Q597
8,0.9,0.517,F1Q597,F1Q597
8,1.0,0.517,F1Q597,F1Q597
8,1.1,0.515,F1Q597,F1Q597
8,1.2,0.514,F1Q597,F1Q597
8,1.3,0.517,F1Q597,F1Q597
8,1.4,0.517,F1Q597,F1Q597
8,1.5,0.517,F1Q597,F1Q597
9,0.1,0.478,F1Q597,F1Q597
9,0.2,0.518,F1Q597,F1Q597
9,0.3,0.518,F1Q597,F1Q597
9,0.4,0.518,F1Q597,F1Q597
9,0.5,0.518,F1Q597,F1Q597
9,0.6,0.515,F1Q597,F1Q597
9,0.7,0.518,F1Q597,F1Q597
9,0.8,0.515,F1Q597,F1Q597
9,0.9,0.515,F1Q597,F1Q597
9,1.0,0.515,F1Q597,F1Q597
9,1.1,0.515,F1Q597,F1Q597
9,1.2,0.515,F1Q597,F1Q597
9,1.3,0.515,F1Q597,F1Q597
9,1.4,0.515,F1Q597,F1Q597
9,1.5,0.515,F1Q597,F1Q597
10,0.1,0.496,F1Q597,F1Q597
10,0.2,0.518,F1Q597,F1Q597
10,0.3,0.522,F1Q597,F1Q597
10,0.4,0.522,F1Q597,F1Q597
10,0.5,0.52,F1Q597,F1Q597
10,0.6,0.518,F1Q597,F1Q597
10,0.7,0.518,F1Q597,F1Q597
10,0.8,0.518,F1Q597,F1Q597
10,0.9,0.538,F1Q597,F1Q597
10,1.0,0.518,F1Q597,F1Q597
10,1.1,0.518,F1Q597,F1Q597
10,1.2,0.518,F1Q597,F1Q597
10,1.3,0.517,F1Q597,F1Q597
10,1.4,0.518,F1Q597,F1Q597
10,1.5,0.518,F1Q597,F1Q597
0,0.1,0.965,Q9HX18,Q9HX18
0,0.2,0.958,Q9HX18,Q9HX18
0,0.3,0.821,Q9HX18,Q9HX18
0,0.4,0.804,Q9HX18,Q9HX18
0,0.5,0.709,Q9HX18,Q9HX18
0,0.6,0.705,Q9HX18,Q9HX18
0,0.7,0.691,Q9HX18,Q9HX18
0,0.8,0.351,Q9HX18,Q9HX18
0,0.9,0.344,Q9HX18,Q9HX18
0,1.0,0.305,Q9HX18,Q9HX18
0,1.1,0.207,Q9HX18,Q9HX18
0,1.2,0.207,Q9HX18,Q9HX18
0,1.3,0.207,Q9HX18,Q9HX18
0,1.4,0.207,Q9HX18,Q9HX18
0,1.5,0.207,Q9HX18,Q9HX18
1,0.1,0.965,Q9HX18,Q9HX18
1,0.2,0.958,Q9HX18,Q9HX18
1,0.3,0.958,Q9HX18,Q9HX18
1,0.4,0.814,Q9HX18,Q9HX18
1,0.5,0.709,Q9HX18,Q9HX18
1,0.6,0.705,Q9HX18,Q9HX18
1,0.7,0.705,Q9HX18,Q9HX18
1,0.8,0.691,Q9HX18,Q9HX18
1,0.9,0.393,Q9HX18,Q9HX18
1,1.0,0.333,Q9HX18,Q9HX18
1,1.1,0.256,Q9HX18,Q9HX18
1,1.2,0.211,Q9HX18,Q9HX18
1,1.3,0.207,Q9HX18,Q9HX18
1,1.4,0.207,Q9HX18,Q9HX18
1,1.5,0.2,Q9HX18,Q9HX18
2,0.1,0.965,Q9HX18,Q9HX18
