threshold,resolution,iou,identifier,uniprot_id
10,0.1,1.0,2xki,O76242
10,0.2,1.0,2xki,O76242
10,0.3,1.0,2xki,O76242
10,0.4,1.0,2xki,O76242
10,0.5,1.0,2xki,O76242
10,0.6,1.0,2xki,O76242
10,0.7,1.0,2xki,O76242
10,0.8,1.0,2xki,O76242
10,0.9,1.0,2xki,O76242
10,1.0,0.936,2xki,O76242
10,1.1,1.0,2xki,O76242
10,1.2,1.0,2xki,O76242
10,1.3,1.0,2xki,O76242
10,1.4,1.0,2xki,O76242
10,1.5,1.0,2xki,O76242
0,0.1,0.273,1n02,P81180
0,0.2,0.273,1n02,P81180
0,0.3,0.262,1n02,P81180
0,0.4,0.262,1n02,P81180
0,0.5,0.262,1n02,P81180
0,0.6,0.262,1n02,P81180
0,0.7,0.262,1n02,P81180
0,0.8,0.5,1n02,P81180
0,0.9,0.496,1n02,P81180
0,1.0,0.489,1n02,P81180
0,1.1,0.358,1n02,P81180
0,1.2,0.294,1n02,P81180
0,1.3,0.265,1n02,P81180
0,1.4,0.255,1n02,P81180
0,1.5,0.255,1n02,P81180
1,0.1,0.273,1n02,P81180
1,0.2,0.273,1n02,P81180
1,0.3,0.273,1n02,P81180
1,0.4,0.262,1n02,P81180
1,0.5,0.262,1n02,P81180
1,0.6,0.262,1n02,P81180
1,0.7,0.262,1n02,P81180
1,0.8,0.512,1n02,P81180
1,0.9,0.5,1n02,P81180
1,1.0,0.489,1n02,P81180
1,1.1,0.358,1n02,P81180
1,1.2,0.284,1n02,P81180
1,1.3,0.255,1n02,P81180
1,1.4,0.245,1n02,P81180
1,1.5,0.225,1n02,P81180
2,0.1,0.273,1n02,P81180
2,0.2,0.273,1n02,P81180
2,0.3,0.273,1n02,P81180
2,0.4,0.273,1n02,P81180
2,0.5,0.262,1n02,P81180
2,0.6,0.262,1n02,P81180
2,0.7,0.262,1n02,P81180
2,0.8,0.262,1n02,P81180
2,0.9,0.512,1n02,P81180
2,1.0,0.504,1n02,P81180
2,1.1,0.431,1n02,P81180
2,1.2,0.275,1n02,P81180
2,1.3,0.245,1n02,P81180
2,1.4,0.206,1n02,P81180
2,1.5,0.206,1n02,P81180
3,0.1,0.273,1n02,P81180
3,0.2,0.273,1n02,P81180
3,0.3,0.273,1n02,P81180
3,0.4,0.273,1n02,P81180
3,0.5,0.273,1n02,P81180
3,0.6,0.273,1n02,P81180
3,0.7,0.262,1n02,P81180
3,0.8,0.262,1n02,P81180
3,0.9,0.493,1n02,P81180
3,1.0,0.496,1n02,P81180
3,1.1,0.294,1n02,P81180
3,1.2,0.235,1n02,P81180
3,1.3,0.108,1n02,P81180
3,1.4,0.098,1n02,P81180
3,1.5,0.273,1n02,P81180
4,0.1,0.273,1n02,P81180
4,0.2,0.273,1n02,P81180
4,0.3,0.273,1n02,P81180
4,0.4,0.273,1n02,P81180
4,0.5,0.273,1n02,P81180
4,0.6,0.273,1n02,P81180
4,0.7,0.273,1n02,P81180
4,0.8,0.262,1n02,P81180
4,0.9,0.262,1n02,P81180
4,1.0,0.515,1n02,P81180
4,1.1,0.255,1n02,P81180
4,1.2,0.225,1n02,P81180
4,1.3,0.273,1n02,P81180
4,1.4,0.273,1n02,P81180
4,1.5,0.273,1n02,P81180
5,0.1,0.273,1n02,P81180
5,0.2,0.273,1n02,P81180
5,0.3,0.273,1n02,P81180
5,0.4,0.273,1n02,P81180
5,0.5,0.273,1n02,P81180
5,0.6,0.273,1n02,P81180
5,0.7,0.273,1n02,P81180
5,0.8,0.273,1n02,P81180
5,0.9,0.262,1n02,P81180
5,1.0,0.599,1n02,P81180
5,1.1,0.272,1n02,P81180
5,1.2,0.273,1n02,P81180
5,1.3,0.273,1n02,P81180
5,1.4,0.273,1n02,P81180
5,1.5,0.273,1n02,P81180
6,0.1,0.273,1n02,P81180
6,0.2,0.273,1n02,P81180
6,0.3,0.273,1n02,P81180
6,0.4,0.273,1n02,P81180
6,0.5,0.273,1n02,P81180
6,0.6,0.273,1n02,P81180
6,0.7,0.273,1n02,P81180
6,0.8,0.273,1n02,P81180
6,0.9,0.273,1n02,P81180
6,1.0,0.602,1n02,P81180
6,1.1,0.108,1n02,P81180
6,1.2,0.273,1n02,P81180
6,1.3,0.273,1n02,P81180
6,1.4,0.273,1n02,P81180
6,1.5,0.273,1n02,P81180
7,0.1,0.273,1n02,P81180
7,0.2,0.273,1n02,P81180
7,0.3,0.273,1n02,P81180
7,0.4,0.273,1n02,P81180
7,0.5,0.273,1n02,P81180
7,0.6,0.273,1n02,P81180
7,0.7,0.273,1n02,P81180
7,0.8,0.273,1n02,P81180
7,0.9,0.273,1n02,P81180
7,1.0,0.501,1n02,P81180
7,1.1,0.273,1n02,P81180
7,1.2,0.273,1n02,P81180
7,1.3,0.273,1n02,P81180
7,1.4,0.273,1n02,P81180
7,1.5,0.273,1n02,P81180
8,0.1,0.273,1n02,P81180
8,0.2,0.273,1n02,P81180
8,0.3,0.273,1n02,P81180
8,0.4,0.273,1n02,P81180
8,0.5,0.273,1n02,P81180
8,0.6,0.273,1n02,P81180
8,0.7,0.273,1n02,P81180
8,0.8,0.273,1n02,P81180
8,0.9,0.273,1n02,P81180
8,1.0,0.588,1n02,P81180
8,1.1,0.273,1n02,P81180
8,1.2,0.273,1n02,P81180
8,1.3,0.273,1n02,P81180
8,1.4,0.273,1n02,P81180
8,1.5,0.273,1n02,P81180
9,0.1,0.273,1n02,P81180
9,0.2,0.273,1n02,P81180
9,0.3,0.273,1n02,P81180
9,0.4,0.273,1n02,P81180
9,0.5,0.273,1n02,P81180
9,0.6,0.273,1n02,P81180
9,0.7,0.273,1n02,P81180
9,0.8,0.273,1n02,P81180
9,0.9,0.273,1n02,P81180
9,1.0,0.426,1n02,P81180
9,1.1,0.273,1n02,P81180
9,1.2,0.273,1n02,P81180
9,1.3,0.273,1n02,P81180
9,1.4,0.273,1n02,P81180
9,1.5,0.273,1n02,P81180
10,0.1,0.273,1n02,P81180
10,0.2,0.273,1n02,P81180
10,0.3,0.273,1n02,P81180
10,0.4,0.273,1n02,P81180
10,0.5,0.273,1n02,P81180
10,0.6,0.273,1n02,P81180
10,0.7,0.273,1n02,P81180
10,0.8,0.273,1n02,P81180
10,0.9,0.273,1n02,P81180
10,1.0,0.426,1n02,P81180
10,1.1,0.273,1n02,P81180
10,1.2,0.273,1n02,P81180
10,1.3,0.273,1n02,P81180
10,1.4,0.273,1n02,P81180
10,1.5,0.273,1n02,P81180
0,0.1,0.968,7ciw,Q9W469
0,0.2,0.963,7ciw,Q9W469
0,0.3,0.963,7ciw,Q9W469
0,0.4,0.963,7ciw,Q9W469
0,0.5,0.963,7ciw,Q9W469
0,0.6,0.963,7ciw,Q9W469
0,0.7,0.963,7ciw,Q9W469
0,0.8,0.574,7ciw,Q9W469
0,0.9,0.394,7ciw,Q9W469
0,1.0,0.361,7ciw,Q9W469
0,1.1,0.398,7ciw,Q9W469
0,1.2,0.227,7ciw,Q9W469
0,1.3,0.231,7ciw,Q9W469
0,1.4,0.144,7ciw,Q9W469
0,1.5,0.12,7ciw,Q9W469
1,0.1,0.968,7ciw,Q9W469
1,0.2,0.963,7ciw,Q9W469
1,0.3,0.963,7ciw,Q9W469
1,0.4,0.963,7ciw,Q9W469
1,0.5,0.963,7ciw,Q9W469
1,0.6,0.963,7ciw,Q9W469
1,0.7,0.963,7ciw,Q9W469
1,0.8,0.963,7ciw,Q9W469
1,0.9,0.398,7ciw,Q9W469
1,1.0,0.347,7ciw,Q9W469
1,1.1,0.301,7ciw,Q9W469
1,1.2,0.231,7ciw,Q9W469
1,1.3,0.139,7ciw,Q9W469
1,1.4,0.139,7ciw,Q9W469
1,1.5,0.097,7ciw,Q9W469
2,0.1,0.968,7ciw,Q9W469
2,0.2,0.968,7ciw,Q9W469
2,0.3,0.963,7ciw,Q9W469
2,0.4,0.963,7ciw,Q9W469
2,0.5,0.963,7ciw,Q9W469
2,0.6,0.963,7ciw,Q9W469
2,0.7,0.963,7ciw,Q9W469
2,0.8,0.963,7ciw,Q9W469
2,0.9,0.574,7ciw,Q9W469
2,1.0,0.31,7ciw,Q9W469
2,1.1,0.255,7ciw,Q9W469
2,1.2,0.227,7ciw,Q9W469
2,1.3,0.125,7ciw,Q9W469
2,1.4,0.102,7ciw,Q9W469
2,1.5,0.083,7ciw,Q9W469
3,0.1,1.0,7ciw,Q9W469
3,0.2,0.968,7ciw,Q9W469
3,0.3,0.968,7ciw,Q9W469
3,0.4,0.968,7ciw,Q9W469
3,0.5,0.963,7ciw,Q9W469
3,0.6,0.963,7ciw,Q9W469
3,0.7,0.963,7ciw,Q9W469
3,0.8,0.963,7ciw,Q9W469
3,0.9,0.963,7ciw,Q9W469
3,1.0,0.37,7ciw,Q9W469
3,1.1,0.236,7ciw,Q9W469
3,1.2,0.204,7ciw,Q9W469
3,1.3,0.162,7ciw,Q9W469
3,1.4,0.074,7ciw,Q9W469
3,1.5,0.097,7ciw,Q9W469
4,0.1,1.0,7ciw,Q9W469
4,0.2,0.968,7ciw,Q9W469
4,0.3,0.968,7ciw,Q9W469
4,0.4,0.968,7ciw,Q9W469
4,0.5,0.968,7ciw,Q9W469
4,0.6,0.963,7ciw,Q9W469
4,0.7,0.963,7ciw,Q9W469
4,0.8,0.963,7ciw,Q9W469
4,0.9,0.963,7ciw,Q9W469
4,1.0,0.398,7ciw,Q9W469
4,1.1,0.218,7ciw,Q9W469
4,1.2,0.111,7ciw,Q9W469
4,1.3,0.065,7ciw,Q9W469
4,1.4,0.097,7ciw,Q9W469
4,1.5,0.093,7ciw,Q9W469
5,0.1,1.0,7ciw,Q9W469
5,0.2,0.968,7ciw,Q9W469
5,0.3,0.968,7ciw,Q9W469
5,0.4,0.968,7ciw,Q9W469
5,0.5,0.968,7ciw,Q9W469
5,0.6,0.968,7ciw,Q9W469
5,0.7,0.963,7ciw,Q9W469
5,0.8,0.963,7ciw,Q9W469
5,0.9,0.963,7ciw,Q9W469
5,1.0,0.509,7ciw,Q9W469
5,1.1,0.125,7ciw,Q9W469
5,1.2,0.056,7ciw,Q9W469
5,1.3,0.056,7ciw,Q9W469
5,1.4,0.046,7ciw,Q9W469
5,1.5,0.046,7ciw,Q9W469
6,0.1,1.0,7ciw,Q9W469
6,0.2,0.968,7ciw,Q9W469
6,0.3,0.968,7ciw,Q9W469
6,0.4,0.968,7ciw,Q9W469
6,0.5,0.968,7ciw,Q9W469
6,0.6,0.968,7ciw,Q9W469
6,0.7,0.968,7ciw,Q9W469
6,0.8,0.963,7ciw,Q9W469
6,0.9,0.963,7ciw,Q9W469
6,1.0,0.565,7ciw,Q9W469
6,1.1,0.056,7ciw,Q9W469
6,1.2,0.056,7ciw,Q9W469
6,1.3,0.046,7ciw,Q9W469
6,1.4,0.046,7ciw,Q9W469
6,1.5,0.046,7ciw,Q9W469
7,0.1,1.0,7ciw,Q9W469
7,0.2,0.972,7ciw,Q9W469
7,0.3,0.968,7ciw,Q9W469
7,0.4,0.968,7ciw,Q9W469
7,0.5,0.968,7ciw,Q9W469
7,0.6,0.968,7ciw,Q9W469
7,0.7,0.968,7ciw,Q9W469
7,0.8,0.963,7ciw,Q9W469
7,0.9,0.963,7ciw,Q9W469
7,1.0,0.583,7ciw,Q9W469
7,1.1,0.056,7ciw,Q9W469
7,1.2,0.046,7ciw,Q9W469
7,1.3,0.046,7ciw,Q9W469
7,1.4,0.046,7ciw,Q9W469
7,1.5,0.046,7ciw,Q9W469
8,0.1,1.0,7ciw,Q9W469
8,0.2,1.0,7ciw,Q9W469
8,0.3,0.968,7ciw,Q9W469
8,0.4,0.968,7ciw,Q9W469
8,0.5,0.968,7ciw,Q9W469
8,0.6,0.968,7ciw,Q9W469
8,0.7,0.968,7ciw,Q9W469
8,0.8,0.968,7ciw,Q9W469
8,0.9,0.963,7ciw,Q9W469
8,1.0,0.644,7ciw,Q9W469
8,1.1,0.051,7ciw,Q9W469
8,1.2,0.046,7ciw,Q9W469
8,1.3,0.046,7ciw,Q9W469
8,1.4,0.046,7ciw,Q9W469
8,1.5,0.046,7ciw,Q9W469
9,0.1,1.0,7ciw,Q9W469
9,0.2,1.0,7ciw,Q9W469
9,0.3,0.972,7ciw,Q9W469
9,0.4,0.968,7ciw,Q9W469
9,0.5,0.968,7ciw,Q9W469
9,0.6,0.968,7ciw,Q9W469
9,0.7,0.968,7ciw,Q9W469
9,0.8,0.968,7ciw,Q9W469
9,0.9,0.963,7ciw,Q9W469
9,1.0,0.838,7ciw,Q9W469
9,1.1,0.046,7ciw,Q9W469
9,1.2,0.046,7ciw,Q9W469
9,1.3,0.046,7ciw,Q9W469
9,1.4,0.046,7ciw,Q9W469
9,1.5,0.046,7ciw,Q9W469
10,0.1,1.0,7ciw,Q9W469
10,0.2,1.0,7ciw,Q9W469
10,0.3,1.0,7ciw,Q9W469
10,0.4,0.968,7ciw,Q9W469
10,0.5,0.968,7ciw,Q9W469
10,0.6,0.968,7ciw,Q9W469
10,0.7,0.968,7ciw,Q9W469
10,0.8,0.968,7ciw,Q9W469
10,0.9,0.963,7ciw,Q9W469
10,1.0,0.861,7ciw,Q9W469
10,1.1,0.051,7ciw,Q9W469
10,1.2,0.046,7ciw,Q9W469
10,1.3,0.046,7ciw,Q9W469
10,1.4,0.046,7ciw,Q9W469
10,1.5,0.046,7ciw,Q9W469
0,0.1,0.426,4x28,I6Y3Q0
0,0.2,0.426,4x28,I6Y3Q0
0,0.3,0.432,4x28,I6Y3Q0
0,0.4,0.432,4x28,I6Y3Q0
0,0.5,0.432,4x28,I6Y3Q0
0,0.6,0.432,4x28,I6Y3Q0
0,0.7,0.768,4x28,I6Y3Q0
0,0.8,0.868,4x28,I6Y3Q0
0,0.9,0.878,4x28,I6Y3Q0
0,1.0,0.95,4x28,I6Y3Q0
0,1.1,0.868,4x28,I6Y3Q0
0,1.2,0.774,4x28,I6Y3Q0
0,1.3,0.497,4x28,I6Y3Q0
0,1.4,0.447,4x28,I6Y3Q0
0,1.5,0.447,4x28,I6Y3Q0
1,0.1,0.426,4x28,I6Y3Q0
1,0.2,0.426,4x28,I6Y3Q0
1,0.3,0.426,4x28,I6Y3Q0
1,0.4,0.432,4x28,I6Y3Q0
1,0.5,0.432,4x28,I6Y3Q0
1,0.6,0.432,4x28,I6Y3Q0
1,0.7,0.639,4x28,I6Y3Q0
1,0.8,0.863,4x28,I6Y3Q0
1,0.9,0.878,4x28,I6Y3Q0
1,1.0,0.887,4x28,I6Y3Q0
1,1.1,0.855,4x28,I6Y3Q0
1,1.2,0.478,4x28,I6Y3Q0
1,1.3,0.484,4x28,I6Y3Q0
1,1.4,0.465,4x28,I6Y3Q0
1,1.5,0.421,4x28,I6Y3Q0
2,0.1,0.426,4x28,I6Y3Q0
2,0.2,0.426,4x28,I6Y3Q0
2,0.3,0.426,4x28,I6Y3Q0
2,0.4,0.432,4x28,I6Y3Q0
2,0.5,0.432,4x28,I6Y3Q0
2,0.6,0.432,4x28,I6Y3Q0
2,0.7,0.432,4x28,I6Y3Q0
2,0.8,0.778,4x28,I6Y3Q0
2,0.9,0.778,4x28,I6Y3Q0
2,1.0,0.95,4x28,I6Y3Q0
2,1.1,0.881,4x28,I6Y3Q0
2,1.2,0.503,4x28,I6Y3Q0
2,1.3,0.472,4x28,I6Y3Q0
2,1.4,0.421,4x28,I6Y3Q0
2,1.5,0.403,4x28,I6Y3Q0
3,0.1,0.426,4x28,I6Y3Q0
3,0.2,0.426,4x28,I6Y3Q0
3,0.3,0.426,4x28,I6Y3Q0
3,0.4,0.426,4x28,I6Y3Q0
3,0.5,0.426,4x28,I6Y3Q0
3,0.6,0.432,4x28,I6Y3Q0
3,0.7,0.432,4x28,I6Y3Q0
3,0.8,0.432,4x28,I6Y3Q0
3,0.9,0.88,4x28,I6Y3Q0
3,1.0,0.906,4x28,I6Y3Q0
3,1.1,0.83,4x28,I6Y3Q0
3,1.2,0.497,4x28,I6Y3Q0
3,1.3,0.434,4x28,I6Y3Q0
3,1.4,0.396,4x28,I6Y3Q0
3,1.5,0.34,4x28,I6Y3Q0
4,0.1,0.426,4x28,I6Y3Q0
4,0.2,0.426,4x28,I6Y3Q0
4,0.3,0.426,4x28,I6Y3Q0
4,0.4,0.426,4x28,I6Y3Q0
4,0.5,0.426,4x28,I6Y3Q0
4,0.6,0.426,4x28,I6Y3Q0
4,0.7,0.432,4x28,I6Y3Q0
4,0.8,0.432,4x28,I6Y3Q0
4,0.9,0.838,4x28,I6Y3Q0
4,1.0,0.975,4x28,I6Y3Q0
4,1.1,0.761,4x28,I6Y3Q0
4,1.2,0.447,4x28,I6Y3Q0
4,1.3,0.371,4x28,I6Y3Q0
4,1.4,0.302,4x28,I6Y3Q0
4,1.5,0.591,4x28,I6Y3Q0
5,0.1,0.426,4x28,I6Y3Q0
5,0.2,0.426,4x28,I6Y3Q0
5,0.3,0.426,4x28,I6Y3Q0
5,0.4,0.426,4x28,I6Y3Q0
5,0.5,0.426,4x28,I6Y3Q0
5,0.6,0.426,4x28,I6Y3Q0
5,0.7,0.426,4x28,I6Y3Q0
5,0.8,0.432,4x28,I6Y3Q0
5,0.9,0.432,4x28,I6Y3Q0
5,1.0,0.975,4x28,I6Y3Q0
5,1.1,0.491,4x28,I6Y3Q0
5,1.2,0.365,4x28,I6Y3Q0
5,1.3,0.264,4x28,I6Y3Q0
5,1.4,0.145,4x28,I6Y3Q0
5,1.5,0.119,4x28,I6Y3Q0
6,0.1,0.426,4x28,I6Y3Q0
6,0.2,0.426,4x28,I6Y3Q0
6,0.3,0.426,4x28,I6Y3Q0
6,0.4,0.426,4x28,I6Y3Q0
6,0.5,0.426,4x28,I6Y3Q0
6,0.6,0.426,4x28,I6Y3Q0
6,0.7,0.426,4x28,I6Y3Q0
6,0.8,0.426,4x28,I6Y3Q0
6,0.9,0.432,4x28,I6Y3Q0
6,1.0,0.868,4x28,I6Y3Q0
6,1.1,0.44,4x28,I6Y3Q0
6,1.2,0.277,4x28,I6Y3Q0
6,1.3,0.113,4x28,I6Y3Q0
6,1.4,0.088,4x28,I6Y3Q0
6,1.5,0.0,4x28,I6Y3Q0
7,0.1,0.426,4x28,I6Y3Q0
7,0.2,0.426,4x28,I6Y3Q0
7,0.3,0.426,4x28,I6Y3Q0
7,0.4,0.426,4x28,I6Y3Q0
7,0.5,0.426,4x28,I6Y3Q0
7,0.6,0.426,4x28,I6Y3Q0
7,0.7,0.426,4x28,I6Y3Q0
7,0.8,0.426,4x28,I6Y3Q0
7,0.9,0.432,4x28,I6Y3Q0
7,1.0,0.691,4x28,I6Y3Q0
7,1.1,0.333,4x28,I6Y3Q0
7,1.2,0.17,4x28,I6Y3Q0
7,1.3,0.063,4x28,I6Y3Q0
7,1.4,0.0,4x28,I6Y3Q0
7,1.5,0.0,4x28,I6Y3Q0
8,0.1,0.426,4x28,I6Y3Q0
8,0.2,0.426,4x28,I6Y3Q0
8,0.3,0.426,4x28,I6Y3Q0
8,0.4,0.426,4x28,I6Y3Q0
8,0.5,0.426,4x28,I6Y3Q0
8,0.6,0.426,4x28,I6Y3Q0
8,0.7,0.426,4x28,I6Y3Q0
8,0.8,0.426,4x28,I6Y3Q0
8,0.9,0.426,4x28,I6Y3Q0
8,1.0,0.688,4x28,I6Y3Q0
8,1.1,0.327,4x28,I6Y3Q0
8,1.2,0.063,4x28,I6Y3Q0
8,1.3,0.0,4x28,I6Y3Q0
8,1.4,0.0,4x28,I6Y3Q0
8,1.5,0.0,4x28,I6Y3Q0
9,0.1,0.426,4x28,I6Y3Q0
9,0.2,0.426,4x28,I6Y3Q0
9,0.3,0.426,4x28,I6Y3Q0
9,0.4,0.426,4x28,I6Y3Q0
9,0.5,0.426,4x28,I6Y3Q0
9,0.6,0.426,4x28,I6Y3Q0
9,0.7,0.426,4x28,I6Y3Q0
9,0.8,0.426,4x28,I6Y3Q0
9,0.9,0.426,4x28,I6Y3Q0
9,1.0,0.567,4x28,I6Y3Q0
9,1.1,0.321,4x28,I6Y3Q0
9,1.2,0.0,4x28,I6Y3Q0
9,1.3,0.0,4x28,I6Y3Q0
9,1.4,0.426,4x28,I6Y3Q0
9,1.5,0.426,4x28,I6Y3Q0
10,0.1,0.426,4x28,I6Y3Q0
10,0.2,0.426,4x28,I6Y3Q0
10,0.3,0.426,4x28,I6Y3Q0
10,0.4,0.426,4x28,I6Y3Q0
10,0.5,0.426,4x28,I6Y3Q0
10,0.6,0.426,4x28,I6Y3Q0
10,0.7,0.426,4x28,I6Y3Q0
10,0.8,0.426,4x28,I6Y3Q0
10,0.9,0.426,4x28,I6Y3Q0
10,1.0,0.535,4x28,I6Y3Q0
10,1.1,0.403,4x28,I6Y3Q0
10,1.2,0.0,4x28,I6Y3Q0
10,1.3,0.0,4x28,I6Y3Q0
10,1.4,0.426,4x28,I6Y3Q0
10,1.5,0.426,4x28,I6Y3Q0
0,0.1,0.939,1t9i,P05725
0,0.2,0.939,1t9i,P05725
0,0.3,0.939,1t9i,P05725
0,0.4,0.956,1t9i,P05725
0,0.5,0.956,1t9i,P05725
0,0.6,0.956,1t9i,P05725
0,0.7,0.956,1t9i,P05725
0,0.8,0.516,1t9i,P05725
0,0.9,0.51,1t9i,P05725
0,1.0,0.44,1t9i,P05725
0,1.1,0.333,1t9i,P05725
0,1.2,0.321,1t9i,P05725
0,1.3,0.264,1t9i,P05725
0,1.4,0.258,1t9i,P05725
0,1.5,0.203,1t9i,P05725
1,0.1,0.939,1t9i,P05725
1,0.2,0.939,1t9i,P05725
1,0.3,0.939,1t9i,P05725
1,0.4,0.956,1t9i,P05725
1,0.5,0.956,1t9i,P05725
1,0.6,0.962,1t9i,P05725
1,0.7,0.956,1t9i,P05725
1,0.8,0.516,1t9i,P05725
1,0.9,0.51,1t9i,P05725
1,1.0,0.434,1t9i,P05725
1,1.1,0.333,1t9i,P05725
1,1.2,0.333,1t9i,P05725
1,1.3,0.258,1t9i,P05725
1,1.4,0.253,1t9i,P05725
1,1.5,0.222,1t9i,P05725
2,0.1,0.939,1t9i,P05725
2,0.2,0.939,1t9i,P05725
2,0.3,0.939,1t9i,P05725
2,0.4,0.939,1t9i,P05725
2,0.5,0.956,1t9i,P05725
2,0.6,0.956,1t9i,P05725
2,0.7,0.962,1t9i,P05725
2,0.8,0.95,1t9i,P05725
2,0.9,0.516,1t9i,P05725
